name: 05e559dd-628c-40ba-870c-5e0b2dcd101a num_items: 8245
token, class_id, token_value, token_tf, token_df
ural, @default_class, 1.61395419127075e-05, 16.0, 10.0
азимут, @default_class, 1.5130821338971145e-05, 15.0, 4.0
tvilru, @default_class, 1.0087213922815863e-05, 10.0, 9.0
пальмира, @default_class, 1.3113378372509032e-05, 13.0, 4.0
заразиться, @default_class, 2.5218034352292307e-05, 25.0, 20.0
гепатит, @default_class, 1.714826430543326e-05, 17.0, 7.0
тейлор, @default_class, 1.4122099855740089e-05, 14.0, 9.0
skyservice, @default_class, 1.2104656889277976e-05, 12.0, 8.0
рулон, @default_class, 1.2104656889277976e-05, 12.0, 9.0
дао, @default_class, 4.236630047671497e-05, 42.0, 20.0
фомин, @default_class, 1.0087213922815863e-05, 10.0, 7.0
тау, @default_class, 1.3113378372509032e-05, 13.0, 9.0
работница, @default_class, 1.2104656889277976e-05, 12.0, 11.0
белокуриха, @default_class, 1.2104656889277976e-05, 12.0, 7.0
хештег, @default_class, 1.4122099855740089e-05, 14.0, 10.0
совфеда, @default_class, 1.109593540604692e-05, 11.0, 9.0
джанкой, @default_class, 1.0087213922815863e-05, 10.0, 7.0
каховскай, @default_class, 1.0087213922815863e-05, 10.0, 4.0
скутер, @default_class, 1.0087213922815863e-05, 10.0, 7.0
сафари, @default_class, 1.3113378372509032e-05, 13.0, 10.0
углич, @default_class, 1.0087213922815863e-05, 10.0, 7.0
июнемавгуст, @default_class, 1.0087213922815863e-05, 10.0, 10.0
беляков, @default_class, 1.109593540604692e-05, 11.0, 5.0
сбили_нада, @default_class, 1.2104656889277976e-05, 12.0, 12.0
anex, @default_class, 2.9252920285216533e-05, 29.0, 23.0
везде, @default_class, 1.0087213922815863e-05, 10.0, 10.0
воздухвоздух, @default_class, 1.2104656889277976e-05, 12.0, 12.0
александр_бортник, @default_class, 2.3200593204819597e-05, 23.0, 23.0
промокод, @default_class, 1.0087213922815863e-05, 10.0, 9.0
ким_чен_ин, @default_class, 1.714826430543326e-05, 17.0, 3.0
wine, @default_class, 1.8156984879169613e-05, 18.0, 11.0
ifly, @default_class, 1.3113378372509032e-05, 13.0, 11.0
ледовитый, @default_class, 1.4122099855740089e-05, 14.0, 13.0
flydubai, @default_class, 3.328780803713016e-05, 33.0, 13.0
me, @default_class, 1.109593540604692e-05, 11.0, 6.0
татуировка, @default_class, 1.3113378372509032e-05, 13.0, 6.0
рептилия, @default_class, 2.219187081209384e-05, 22.0, 19.0
домбай, @default_class, 1.2104656889277976e-05, 12.0, 10.0
шерегеш, @default_class, 1.714826430543326e-05, 17.0, 14.0
taste, @default_class, 1.0087213922815863e-05, 10.0, 4.0
марианский, @default_class, 1.8156984879169613e-05, 18.0, 7.0
катакомба, @default_class, 1.0087213922815863e-05, 10.0, 5.0
хеллоуин, @default_class, 1.2104656889277976e-05, 12.0, 8.0
байконур, @default_class, 1.109593540604692e-05, 11.0, 7.0
январеиюнь, @default_class, 1.2104656889277976e-05, 12.0, 8.0
хиллари_клинтон, @default_class, 1.109593540604692e-05, 11.0, 11.0
босния, @default_class, 1.2104656889277976e-05, 12.0, 11.0
ноль, @default_class, 1.109593540604692e-05, 11.0, 5.0
упали_ный, @default_class, 1.5130821338971145e-05, 15.0, 14.0
легкомоторный, @default_class, 1.3113378372509032e-05, 13.0, 13.0
валютный, @default_class, 1.3113378372509032e-05, 13.0, 12.0
кайкос, @default_class, 1.4122099855740089e-05, 14.0, 12.0
теркс, @default_class, 1.2104656889277976e-05, 12.0, 11.0
кострома, @default_class, 1.4122099855740089e-05, 14.0, 13.0
водительский, @default_class, 1.4122099855740089e-05, 14.0, 12.0
разыскать, @default_class, 1.4122099855740089e-05, 14.0, 14.0
павильон, @default_class, 1.109593540604692e-05, 11.0, 11.0
наркотический, @default_class, 1.2104656889277976e-05, 12.0, 12.0
испытание, @default_class, 3.1270363251678646e-05, 31.0, 29.0
бронзовый, @default_class, 2.1183150238357484e-05, 21.0, 20.0
задержали_ный, @default_class, 3.833141454379074e-05, 38.0, 36.0
туалет, @default_class, 0.00020477044745348394, 203.0, 141.0
премиум, @default_class, 1.4122099855740089e-05, 14.0, 13.0
обнаружить, @default_class, 0.00045795951155014336, 454.0, 386.0
наплыв, @default_class, 4.135757626499981e-05, 41.0, 38.0
оплачиваться, @default_class, 1.714826430543326e-05, 17.0, 17.0
коста, @default_class, 1.714826430543326e-05, 17.0, 8.0
святой, @default_class, 8.473260095342994e-05, 84.0, 66.0
задержаться, @default_class, 3.732269033207558e-05, 37.0, 35.0
фотоаппарат, @default_class, 2.6226756745018065e-05, 26.0, 23.0
майя, @default_class, 1.2104656889277976e-05, 12.0, 6.0
интерфакстуризм, @default_class, 2.0174427845631726e-05, 20.0, 20.0
токио, @default_class, 0.00012508145300671458, 124.0, 107.0
вызвать, @default_class, 0.00037020075251348317, 367.0, 346.0
ручка, @default_class, 1.2104656889277976e-05, 12.0, 11.0
приблизительно, @default_class, 3.429652861086652e-05, 34.0, 33.0
вплотную, @default_class, 1.0087213922815863e-05, 10.0, 10.0
венесуэла, @default_class, 2.3200593204819597e-05, 23.0, 17.0
утверждаться, @default_class, 2.3200593204819597e-05, 23.0, 23.0
ii, @default_class, 3.833141454379074e-05, 38.0, 26.0
поселиться, @default_class, 2.219187081209384e-05, 22.0, 19.0
ответчик, @default_class, 1.2104656889277976e-05, 12.0, 12.0
загреб, @default_class, 1.4122099855740089e-05, 14.0, 13.0
джунгли, @default_class, 1.61395419127075e-05, 16.0, 16.0
кабель, @default_class, 1.0087213922815863e-05, 10.0, 8.0
piratesru, @default_class, 2.0174427845631726e-05, 20.0, 20.0
кук, @default_class, 2.219187081209384e-05, 22.0, 13.0
существенно, @default_class, 8.06977113825269e-05, 80.0, 77.0
финансовый, @default_class, 0.0002239361492684111, 222.0, 176.0
специализировать, @default_class, 2.9252920285216533e-05, 29.0, 29.0
пригласить, @default_class, 5.749711999669671e-05, 57.0, 52.0
забор, @default_class, 1.3113378372509032e-05, 13.0, 12.0
трактор, @default_class, 1.109593540604692e-05, 11.0, 6.0
формат, @default_class, 4.6401186409639195e-05, 46.0, 42.0
избивать, @default_class, 1.109593540604692e-05, 11.0, 11.0
лира, @default_class, 1.4122099855740089e-05, 14.0, 10.0
понимание, @default_class, 1.916570727189537e-05, 19.0, 19.0
неудобный, @default_class, 1.61395419127075e-05, 16.0, 15.0
владелица, @default_class, 1.916570727189537e-05, 19.0, 16.0
дагестанский, @default_class, 1.3113378372509032e-05, 13.0, 10.0
воспринимать, @default_class, 1.2104656889277976e-05, 12.0, 10.0
доехать, @default_class, 4.438374162418768e-05, 44.0, 43.0
шасси, @default_class, 5.245351349003613e-05, 52.0, 38.0
тенденция, @default_class, 5.5479678849224e-05, 55.0, 50.0
кислородный, @default_class, 2.5218034352292307e-05, 25.0, 22.0
touristik, @default_class, 3.026164267794229e-05, 30.0, 26.0
ежегодно, @default_class, 0.00023503208649344742, 233.0, 215.0
ограбление, @default_class, 2.9252920285216533e-05, 29.0, 24.0
собственность, @default_class, 2.0174427845631726e-05, 20.0, 19.0
зала, @default_class, 1.2104656889277976e-05, 12.0, 12.0
сократить, @default_class, 0.00012205528764752671, 121.0, 104.0
бухта, @default_class, 2.0174427845631726e-05, 20.0, 18.0
корзина, @default_class, 2.1183150238357484e-05, 21.0, 18.0
дальнемагистральный, @default_class, 1.61395419127075e-05, 16.0, 16.0
экстренный, @default_class, 0.0001825785730034113, 181.0, 147.0
ускорить, @default_class, 3.026164267794229e-05, 30.0, 28.0
направлять, @default_class, 2.1183150238357484e-05, 21.0, 21.0
подходящий, @default_class, 4.740990698337555e-05, 47.0, 44.0
уменьшение, @default_class, 3.2279083825415e-05, 32.0, 29.0
поясняться, @default_class, 2.219187081209384e-05, 22.0, 22.0
де, @default_class, 4.6401186409639195e-05, 46.0, 30.0
добраться, @default_class, 0.00021990126697346568, 218.0, 199.0
атака, @default_class, 0.00013012505951337516, 129.0, 118.0
прямой, @default_class, 8.675004210090265e-05, 86.0, 75.0
элизабет, @default_class, 1.2104656889277976e-05, 12.0, 7.0
трасса, @default_class, 0.00011297679884592071, 112.0, 90.0
обморок, @default_class, 1.109593540604692e-05, 11.0, 11.0
встать, @default_class, 3.026164267794229e-05, 30.0, 28.0
аргентина, @default_class, 4.740990698337555e-05, 47.0, 45.0
белиз, @default_class, 1.0087213922815863e-05, 10.0, 9.0
контрольный, @default_class, 1.4122099855740089e-05, 14.0, 14.0
океания, @default_class, 1.0087213922815863e-05, 10.0, 10.0
перемещаться, @default_class, 1.4122099855740089e-05, 14.0, 13.0
флоренция, @default_class, 4.135757626499981e-05, 41.0, 33.0
диалог, @default_class, 1.109593540604692e-05, 11.0, 10.0
лариса, @default_class, 2.1183150238357484e-05, 21.0, 21.0
располагать, @default_class, 5.749711999669671e-05, 57.0, 55.0
палестинский, @default_class, 1.8156984879169613e-05, 18.0, 11.0
искусственный, @default_class, 4.6401186409639195e-05, 46.0, 42.0
изолировать, @default_class, 1.109593540604692e-05, 11.0, 10.0
лантатур, @default_class, 7.666282908758149e-05, 76.0, 23.0
интернетжурнал, @default_class, 1.0087213922815863e-05, 10.0, 10.0
охранный, @default_class, 1.0087213922815863e-05, 10.0, 10.0
радужный, @default_class, 1.5130821338971145e-05, 15.0, 12.0
нячанг, @default_class, 1.3113378372509032e-05, 13.0, 11.0
consulting, @default_class, 1.61395419127075e-05, 16.0, 15.0
грипп, @default_class, 1.714826430543326e-05, 17.0, 7.0
airport, @default_class, 2.723547731875442e-05, 27.0, 21.0
путём, @default_class, 3.833141454379074e-05, 38.0, 37.0
ввиду, @default_class, 1.0087213922815863e-05, 10.0, 10.0
авиасообщение, @default_class, 0.0004317327693570405, 428.0, 302.0
киргизия, @default_class, 6.960177415749058e-05, 69.0, 56.0
постель, @default_class, 1.5130821338971145e-05, 15.0, 14.0
многократный, @default_class, 5.5479678849224e-05, 55.0, 40.0
общемировой, @default_class, 1.0087213922815863e-05, 10.0, 9.0
мор, @default_class, 0.0003147210809402168, 312.0, 247.0
inn, @default_class, 3.833141454379074e-05, 38.0, 25.0
обязательный, @default_class, 9.280237281927839e-05, 92.0, 80.0
санктпетербургский, @default_class, 1.0087213922815863e-05, 10.0, 9.0
вносить, @default_class, 3.2279083825415e-05, 32.0, 31.0
укрепить, @default_class, 1.109593540604692e-05, 11.0, 11.0
июньавгуст, @default_class, 1.4122099855740089e-05, 14.0, 13.0
приложить, @default_class, 1.0087213922815863e-05, 10.0, 10.0
пальма, @default_class, 2.1183150238357484e-05, 21.0, 19.0
творчество, @default_class, 1.2104656889277976e-05, 12.0, 11.0
платье, @default_class, 1.916570727189537e-05, 19.0, 15.0
валентин, @default_class, 2.3200593204819597e-05, 23.0, 22.0
airline, @default_class, 6.556689186254516e-05, 65.0, 42.0
ремень, @default_class, 4.8418627557111904e-05, 48.0, 43.0
полноценный, @default_class, 4.438374162418768e-05, 44.0, 43.0
flightradar, @default_class, 1.2104656889277976e-05, 12.0, 11.0
iberia, @default_class, 4.539246219792403e-05, 45.0, 28.0
шекель, @default_class, 1.109593540604692e-05, 11.0, 9.0
сговор, @default_class, 2.0174427845631726e-05, 20.0, 12.0
крыминформ, @default_class, 1.109593540604692e-05, 11.0, 10.0
вадим, @default_class, 1.61395419127075e-05, 16.0, 15.0
республиканский, @default_class, 3.2279083825415e-05, 32.0, 32.0
жара, @default_class, 2.1183150238357484e-05, 21.0, 19.0
диана, @default_class, 1.2104656889277976e-05, 12.0, 4.0
berlin, @default_class, 3.2279083825415e-05, 32.0, 23.0
раненый, @default_class, 4.438374162418768e-05, 44.0, 39.0
четверг, @default_class, 0.0008029422606341541, 796.0, 722.0
жестокий, @default_class, 1.0087213922815863e-05, 10.0, 10.0
представлять, @default_class, 0.00019972684094682336, 198.0, 192.0
применять, @default_class, 2.5218034352292307e-05, 25.0, 24.0
сердце, @default_class, 4.135757626499981e-05, 41.0, 34.0
шериф, @default_class, 1.714826430543326e-05, 17.0, 17.0
анадырь, @default_class, 1.4122099855740089e-05, 14.0, 11.0
игорный, @default_class, 1.109593540604692e-05, 11.0, 7.0
leisure, @default_class, 3.429652861086652e-05, 34.0, 20.0
авиа, @default_class, 1.916570727189537e-05, 19.0, 16.0
петербург, @default_class, 0.00018863090372178704, 187.0, 149.0
отрицательный, @default_class, 1.5130821338971145e-05, 15.0, 13.0
тренер, @default_class, 1.0087213922815863e-05, 10.0, 10.0
персональный, @default_class, 3.026164267794229e-05, 30.0, 24.0
потолок, @default_class, 2.219187081209384e-05, 22.0, 22.0
ялтинский, @default_class, 1.4122099855740089e-05, 14.0, 12.0
встречный, @default_class, 1.916570727189537e-05, 19.0, 16.0
зеркало, @default_class, 1.2104656889277976e-05, 12.0, 12.0
переполненный, @default_class, 2.4209313778555952e-05, 24.0, 22.0
упражнение, @default_class, 1.0087213922815863e-05, 10.0, 8.0
огурец, @default_class, 1.0087213922815863e-05, 10.0, 10.0
преподаватель, @default_class, 1.0087213922815863e-05, 10.0, 10.0
тегеран, @default_class, 2.3200593204819597e-05, 23.0, 18.0
персидский, @default_class, 2.723547731875442e-05, 27.0, 22.0
беспошлинный, @default_class, 2.219187081209384e-05, 22.0, 18.0
постельный, @default_class, 1.714826430543326e-05, 17.0, 13.0
grace, @default_class, 1.2104656889277976e-05, 12.0, 8.0
duty, @default_class, 4.236630047671497e-05, 42.0, 19.0
отрыв, @default_class, 1.61395419127075e-05, 16.0, 16.0
исполнять, @default_class, 2.4209313778555952e-05, 24.0, 24.0
дочка, @default_class, 2.5218034352292307e-05, 25.0, 22.0
мультфильм, @default_class, 1.5130821338971145e-05, 15.0, 12.0
жареный, @default_class, 2.219187081209384e-05, 22.0, 15.0
существо, @default_class, 1.4122099855740089e-05, 14.0, 11.0
увеличиваться, @default_class, 5.1444792916299775e-05, 51.0, 51.0
прилетать, @default_class, 2.0174427845631726e-05, 20.0, 20.0
помешать, @default_class, 3.833141454379074e-05, 38.0, 38.0
заново, @default_class, 1.5130821338971145e-05, 15.0, 15.0
король, @default_class, 2.8244199711480178e-05, 28.0, 22.0
фигурировать, @default_class, 1.714826430543326e-05, 17.0, 16.0
война, @default_class, 0.000120037846500054, 119.0, 100.0
циклон, @default_class, 1.714826430543326e-05, 17.0, 13.0
шенген, @default_class, 3.429652861086652e-05, 34.0, 28.0
конкуренция, @default_class, 4.3375021050451323e-05, 43.0, 41.0
впасть, @default_class, 2.9252920285216533e-05, 29.0, 25.0
адам, @default_class, 1.0087213922815863e-05, 10.0, 9.0
характерный, @default_class, 1.61395419127075e-05, 16.0, 16.0
еремин, @default_class, 2.4209313778555952e-05, 24.0, 6.0
лежать, @default_class, 3.2279083825415e-05, 32.0, 31.0
предыдущий, @default_class, 0.00011701168114086613, 116.0, 111.0
входящая, @default_class, 8.473260095342994e-05, 84.0, 80.0
награждение, @default_class, 1.4122099855740089e-05, 14.0, 13.0
мустафа, @default_class, 1.109593540604692e-05, 11.0, 8.0
йоханнесбург, @default_class, 1.2104656889277976e-05, 12.0, 11.0
комуть, @default_class, 1.0087213922815863e-05, 10.0, 10.0
дойти, @default_class, 2.8244199711480178e-05, 28.0, 28.0
юрлицо, @default_class, 1.5130821338971145e-05, 15.0, 10.0
эксплуатация, @default_class, 0.00010692446812754497, 106.0, 90.0
ооо, @default_class, 2.0174427845631726e-05, 20.0, 16.0
треветь, @default_class, 2.3200593204819597e-05, 23.0, 16.0
корало, @default_class, 1.109593540604692e-05, 11.0, 8.0
анекс, @default_class, 1.4122099855740089e-05, 14.0, 8.0
шпицберген, @default_class, 2.8244199711480178e-05, 28.0, 17.0
китай, @default_class, 0.000582032254897058, 577.0, 425.0
кластер, @default_class, 4.539246219792403e-05, 45.0, 24.0
нога, @default_class, 0.0001321425079368055, 131.0, 114.0
лондонский, @default_class, 0.00017652624228503555, 175.0, 146.0
парень, @default_class, 1.916570727189537e-05, 19.0, 19.0
бум, @default_class, 1.109593540604692e-05, 11.0, 9.0
японский, @default_class, 0.0001593779888935387, 158.0, 123.0
report, @default_class, 1.2104656889277976e-05, 12.0, 11.0
дельфин, @default_class, 3.6313969758339226e-05, 36.0, 25.0
вставать, @default_class, 1.3113378372509032e-05, 13.0, 12.0
греческий, @default_class, 0.00016946520190685987, 168.0, 122.0
цельсий, @default_class, 3.1270363251678646e-05, 31.0, 29.0
бангкок, @default_class, 0.0002511716156732291, 249.0, 178.0
рассматривать, @default_class, 6.859305722173303e-05, 68.0, 68.0
сокол, @default_class, 1.0087213922815863e-05, 10.0, 7.0
вслед, @default_class, 2.5218034352292307e-05, 25.0, 25.0
вершина, @default_class, 0.00011802040535258129, 117.0, 85.0
самех, @default_class, 1.0087213922815863e-05, 10.0, 9.0
прекращение, @default_class, 7.968899444676936e-05, 79.0, 74.0
евровидение, @default_class, 2.219187081209384e-05, 22.0, 11.0
войти, @default_class, 0.0009713987237773836, 963.0, 794.0
возобновлять, @default_class, 1.61395419127075e-05, 16.0, 13.0
горе, @default_class, 4.438374162418768e-05, 44.0, 39.0
многие, @default_class, 0.00033590421662665904, 333.0, 311.0
рак, @default_class, 1.61395419127075e-05, 16.0, 12.0
award, @default_class, 1.3113378372509032e-05, 13.0, 10.0
полгода, @default_class, 6.052328535588458e-05, 60.0, 57.0
навык, @default_class, 1.8156984879169613e-05, 18.0, 16.0
изменение, @default_class, 0.00024814545758999884, 246.0, 216.0
bbc, @default_class, 0.00013718611444346607, 136.0, 123.0
возместить, @default_class, 6.254072650335729e-05, 62.0, 59.0
отказ, @default_class, 0.00025016290601342916, 248.0, 204.0
молодой, @default_class, 3.530524918460287e-05, 35.0, 32.0
блин, @default_class, 1.2104656889277976e-05, 12.0, 10.0
проверяться, @default_class, 1.8156984879169613e-05, 18.0, 18.0
известный, @default_class, 0.0003722182009369135, 369.0, 339.0
выдать, @default_class, 0.00012810762564186007, 127.0, 117.0
рейкьявик, @default_class, 2.6226756745018065e-05, 26.0, 19.0
карточка, @default_class, 1.3113378372509032e-05, 13.0, 13.0
неудача, @default_class, 2.219187081209384e-05, 22.0, 20.0
аляска, @default_class, 4.236630047671497e-05, 42.0, 35.0
вильнюс, @default_class, 4.438374162418768e-05, 44.0, 35.0
шорты, @default_class, 1.3113378372509032e-05, 13.0, 12.0
миля, @default_class, 7.262793951667845e-05, 72.0, 45.0
мозг, @default_class, 3.530524918460287e-05, 35.0, 32.0
lux, @default_class, 1.109593540604692e-05, 11.0, 5.0
прошение, @default_class, 1.0087213922815863e-05, 10.0, 9.0
раменский, @default_class, 1.916570727189537e-05, 19.0, 8.0
казахстанский, @default_class, 1.61395419127075e-05, 16.0, 15.0
персона, @default_class, 1.0087213922815863e-05, 10.0, 9.0
суп, @default_class, 1.916570727189537e-05, 19.0, 18.0
болонья, @default_class, 1.109593540604692e-05, 11.0, 10.0
подготовиться, @default_class, 1.0087213922815863e-05, 10.0, 10.0
эль, @default_class, 1.0087213922815863e-05, 10.0, 8.0
волнение, @default_class, 2.5218034352292307e-05, 25.0, 23.0
сначала, @default_class, 0.00010188086162088439, 101.0, 100.0
питаться, @default_class, 2.219187081209384e-05, 22.0, 22.0
тапас, @default_class, 1.2104656889277976e-05, 12.0, 5.0
улучшение, @default_class, 6.657561607426032e-05, 66.0, 64.0
вероятность, @default_class, 3.93401351175271e-05, 39.0, 38.0
информационный, @default_class, 0.0001452558790333569, 144.0, 133.0
steve, @default_class, 1.61395419127075e-05, 16.0, 16.0
даламан, @default_class, 3.429652861086652e-05, 34.0, 20.0
мода, @default_class, 2.723547731875442e-05, 27.0, 16.0
стив, @default_class, 5.1444792916299775e-05, 51.0, 37.0
заминировать, @default_class, 1.0087213922815863e-05, 10.0, 10.0
автокатастрофа, @default_class, 1.3113378372509032e-05, 13.0, 12.0
отправлять, @default_class, 0.000110959357698448, 110.0, 101.0
мэри, @default_class, 2.4209313778555952e-05, 24.0, 11.0
практика, @default_class, 9.885469626169652e-05, 98.0, 92.0
подвергать, @default_class, 1.2104656889277976e-05, 12.0, 10.0
хулиганить, @default_class, 1.2104656889277976e-05, 12.0, 11.0
алушта, @default_class, 3.6313969758339226e-05, 36.0, 31.0
обнаружение, @default_class, 4.135757626499981e-05, 41.0, 39.0
ростовский, @default_class, 3.429652861086652e-05, 34.0, 30.0
буря, @default_class, 1.5130821338971145e-05, 15.0, 12.0
образ, @default_class, 0.0005487444577738643, 544.0, 515.0
galactic, @default_class, 1.2104656889277976e-05, 12.0, 6.0
танк, @default_class, 2.723547731875442e-05, 27.0, 14.0
флор, @default_class, 1.2104656889277976e-05, 12.0, 12.0
пропустить, @default_class, 3.026164267794229e-05, 30.0, 29.0
nation, @default_class, 1.5130821338971145e-05, 15.0, 14.0
кормление, @default_class, 1.61395419127075e-05, 16.0, 12.0
эпидемиологический, @default_class, 1.2104656889277976e-05, 12.0, 12.0
вар, @default_class, 1.5130821338971145e-05, 15.0, 11.0
абсолютный, @default_class, 1.61395419127075e-05, 16.0, 16.0
осауленко, @default_class, 1.61395419127075e-05, 16.0, 11.0
экзотический, @default_class, 4.135757626499981e-05, 41.0, 37.0
подниматься, @default_class, 5.749711999669671e-05, 57.0, 56.0
сомневаться, @default_class, 2.3200593204819597e-05, 23.0, 23.0
набирать, @default_class, 2.723547731875442e-05, 27.0, 27.0
кэмерон, @default_class, 1.0087213922815863e-05, 10.0, 7.0
заверять, @default_class, 1.2104656889277976e-05, 12.0, 12.0
spirit, @default_class, 3.2279083825415e-05, 32.0, 23.0
эльбрус, @default_class, 3.93401351175271e-05, 39.0, 28.0
уточняться, @default_class, 0.0003913839173037559, 388.0, 375.0
мост, @default_class, 0.00018863090372178704, 187.0, 84.0
выполнить, @default_class, 0.00021687510889023542, 215.0, 181.0
были_назвать, @default_class, 2.1183150238357484e-05, 21.0, 21.0
адыгея, @default_class, 3.328780803713016e-05, 33.0, 30.0
противный, @default_class, 1.61395419127075e-05, 16.0, 16.0
стартовый, @default_class, 1.0087213922815863e-05, 10.0, 9.0
уплатить, @default_class, 2.1183150238357484e-05, 21.0, 19.0
развиваться, @default_class, 3.2279083825415e-05, 32.0, 32.0
интерес, @default_class, 0.0003792792558670044, 376.0, 331.0
сойти, @default_class, 2.6226756745018065e-05, 26.0, 24.0
проплыть, @default_class, 1.3113378372509032e-05, 13.0, 12.0
крутой, @default_class, 1.2104656889277976e-05, 12.0, 12.0
запретный, @default_class, 1.61395419127075e-05, 16.0, 13.0
акула, @default_class, 0.0001432384451618418, 142.0, 50.0
паломник, @default_class, 3.732269033207558e-05, 37.0, 23.0
риф, @default_class, 2.8244199711480178e-05, 28.0, 20.0
кадр, @default_class, 4.539246219792403e-05, 45.0, 41.0
парковый, @default_class, 2.0174427845631726e-05, 20.0, 18.0
наверное, @default_class, 1.3113378372509032e-05, 13.0, 13.0
баку, @default_class, 4.539246219792403e-05, 45.0, 39.0
руководить, @default_class, 1.3113378372509032e-05, 13.0, 13.0
блокировать, @default_class, 2.5218034352292307e-05, 25.0, 22.0
термальный, @default_class, 1.714826430543326e-05, 17.0, 16.0
love, @default_class, 1.2104656889277976e-05, 12.0, 6.0
туда, @default_class, 0.0002431018656352535, 241.0, 228.0
берн, @default_class, 1.3113378372509032e-05, 13.0, 12.0
инициировать, @default_class, 1.109593540604692e-05, 11.0, 11.0
голливудский, @default_class, 1.916570727189537e-05, 19.0, 18.0
тестировать, @default_class, 1.3113378372509032e-05, 13.0, 13.0
образовать, @default_class, 2.6226756745018065e-05, 26.0, 26.0
лагерь, @default_class, 0.00012205528764752671, 121.0, 73.0
торт, @default_class, 1.109593540604692e-05, 11.0, 8.0
историк, @default_class, 1.109593540604692e-05, 11.0, 10.0
верона, @default_class, 1.2104656889277976e-05, 12.0, 10.0
применить, @default_class, 4.034885569126345e-05, 40.0, 40.0
one, @default_class, 1.109593540604692e-05, 11.0, 8.0
потребность, @default_class, 1.2104656889277976e-05, 12.0, 12.0
перенаправить, @default_class, 2.3200593204819597e-05, 23.0, 23.0
филиал, @default_class, 1.8156984879169613e-05, 18.0, 14.0
длина, @default_class, 0.0001987181167351082, 197.0, 177.0
счастие, @default_class, 1.61395419127075e-05, 16.0, 12.0
люксов, @default_class, 1.5130821338971145e-05, 15.0, 14.0
растить, @default_class, 2.3200593204819597e-05, 23.0, 22.0
десяток, @default_class, 8.876748324837536e-05, 88.0, 87.0
висок, @default_class, 1.714826430543326e-05, 17.0, 9.0
матерь, @default_class, 4.539246219792403e-05, 45.0, 40.0
знаменитый, @default_class, 0.00014929076132830232, 148.0, 135.0
дактилоскопия, @default_class, 3.328780803713016e-05, 33.0, 26.0
росавиакосмос, @default_class, 1.61395419127075e-05, 16.0, 7.0
обсудить, @default_class, 5.749711999669671e-05, 57.0, 55.0
содержимый, @default_class, 5.0436068704584613e-05, 50.0, 47.0
дайвинг, @default_class, 2.6226756745018065e-05, 26.0, 22.0
получаться, @default_class, 1.714826430543326e-05, 17.0, 17.0
перебронировать, @default_class, 1.61395419127075e-05, 16.0, 15.0
документация, @default_class, 1.3113378372509032e-05, 13.0, 13.0
авторский, @default_class, 2.8244199711480178e-05, 28.0, 24.0
финансирование, @default_class, 2.5218034352292307e-05, 25.0, 24.0
одноместный, @default_class, 1.3113378372509032e-05, 13.0, 12.0
открыто, @default_class, 1.916570727189537e-05, 19.0, 18.0
планет, @default_class, 1.2104656889277976e-05, 12.0, 10.0
находка, @default_class, 2.0174427845631726e-05, 20.0, 20.0
ростовнадон, @default_class, 5.6488399422960356e-05, 56.0, 54.0
потушить, @default_class, 1.2104656889277976e-05, 12.0, 11.0
привезти, @default_class, 4.942734813084826e-05, 49.0, 43.0
авиавласть, @default_class, 1.714826430543326e-05, 17.0, 17.0
мекка, @default_class, 1.8156984879169613e-05, 18.0, 17.0
