name: c2f47272-27b1-4890-9c2e-253da0c12688 num_items: 22378
token, class_id, token_value, token_tf, token_df
фита, @default_class, 1.1641425771813374e-05, 30.0, 8.0
сарыч, @default_class, 5.820712885906687e-06, 15.0, 3.0
флита, @default_class, 4.268522843631217e-06, 11.0, 3.0
виктория_азаренко, @default_class, 4.656570126826409e-06, 12.0, 12.0
куница, @default_class, 1.1253378033870831e-05, 29.0, 7.0
пропофол, @default_class, 1.0089235729537904e-05, 26.0, 16.0
лолонг, @default_class, 1.0477282557985745e-05, 27.0, 6.0
вписаться, @default_class, 3.880475105688674e-06, 10.0, 10.0
упороть, @default_class, 2.017847145907581e-05, 52.0, 14.0
наездница, @default_class, 4.656570126826409e-06, 12.0, 8.0
альбатрос, @default_class, 5.044617864768952e-06, 13.0, 2.0
филлипёс, @default_class, 4.268522843631217e-06, 11.0, 9.0
белуха, @default_class, 8.148997949319892e-06, 21.0, 7.0
самородок, @default_class, 6.208760169101879e-06, 16.0, 4.0
аэробус, @default_class, 4.268522843631217e-06, 11.0, 10.0
workout, @default_class, 4.656570126826409e-06, 12.0, 7.0
сорочка, @default_class, 3.880475105688674e-06, 10.0, 8.0
косоглазие, @default_class, 3.880475105688674e-06, 10.0, 7.0
косоглазый, @default_class, 5.044617864768952e-06, 13.0, 7.0
нерпа, @default_class, 4.656570126826409e-06, 12.0, 5.0
полина, @default_class, 7.760950211377349e-06, 20.0, 16.0
оуэнс, @default_class, 6.984855190239614e-06, 18.0, 6.0
мышонок, @default_class, 3.880475105688674e-06, 10.0, 5.0
femme, @default_class, 4.656570126826409e-06, 12.0, 7.0
уитсток, @default_class, 4.268522843631217e-06, 11.0, 5.0
лентур, @default_class, 6.596807907044422e-06, 17.0, 17.0
баклс, @default_class, 4.656570126826409e-06, 12.0, 3.0
зойч, @default_class, 3.880475105688674e-06, 10.0, 3.0
седов, @default_class, 4.268522843631217e-06, 11.0, 4.0
уфа, @default_class, 5.044617864768952e-06, 13.0, 8.0
pepsi, @default_class, 8.148997949319892e-06, 21.0, 9.0
кинкажу, @default_class, 3.880475105688674e-06, 10.0, 1.0
котийяр, @default_class, 3.880475105688674e-06, 10.0, 3.0
тройняшка, @default_class, 3.880475105688674e-06, 10.0, 7.0
спенс, @default_class, 6.984855190239614e-06, 18.0, 8.0
лиам, @default_class, 6.208760169101879e-06, 16.0, 13.0
шэйн, @default_class, 5.432665147964144e-06, 14.0, 3.0
википедия, @default_class, 4.656570126826409e-06, 12.0, 10.0
пышнотелый, @default_class, 5.432665147964144e-06, 14.0, 14.0
гринч, @default_class, 3.880475105688674e-06, 10.0, 6.0
никитчук, @default_class, 8.537045687262435e-06, 22.0, 10.0
добрыня, @default_class, 1.0865330295928288e-05, 28.0, 7.0
росся, @default_class, 7.760950211377349e-06, 20.0, 8.0
месси, @default_class, 5.044617864768952e-06, 13.0, 5.0
наркобарон, @default_class, 5.432665147964144e-06, 14.0, 5.0
веласкес, @default_class, 3.880475105688674e-06, 10.0, 3.0
клумба, @default_class, 4.656570126826409e-06, 12.0, 6.0
эман, @default_class, 1.2029472600261215e-05, 31.0, 10.0
джиджи, @default_class, 3.880475105688674e-06, 10.0, 8.0
кендалл, @default_class, 4.268522843631217e-06, 11.0, 9.0
кутчер, @default_class, 3.880475105688674e-06, 10.0, 3.0
since, @default_class, 3.880475105688674e-06, 10.0, 8.0
кузбасский, @default_class, 5.820712885906687e-06, 15.0, 7.0
квитко, @default_class, 3.880475105688674e-06, 10.0, 5.0
toblerone, @default_class, 3.880475105688674e-06, 10.0, 4.0
бернуть, @default_class, 3.880475105688674e-06, 10.0, 6.0
джекрасселтерьер, @default_class, 5.820712885906687e-06, 15.0, 12.0
бант, @default_class, 4.656570126826409e-06, 12.0, 11.0
спародировать, @default_class, 3.880475105688674e-06, 10.0, 9.0
harlem, @default_class, 9.313140253652819e-06, 24.0, 7.0
гирин, @default_class, 3.880475105688674e-06, 10.0, 10.0
инкассатор, @default_class, 5.432665147964144e-06, 14.0, 7.0
дмитрий_мезенец, @default_class, 1.9790422811638564e-05, 51.0, 48.0
getting, @default_class, 5.044617864768952e-06, 13.0, 12.0
привели_ный, @default_class, 1.1253378033870831e-05, 29.0, 29.0
webby, @default_class, 4.656570126826409e-06, 12.0, 10.0
фуллера, @default_class, 7.372902928182157e-06, 19.0, 7.0
ромовый, @default_class, 8.925092515710276e-06, 23.0, 23.0
сакура, @default_class, 4.268522843631217e-06, 11.0, 3.0
noma, @default_class, 5.044617864768952e-06, 13.0, 6.0
urban, @default_class, 3.880475105688674e-06, 10.0, 5.0
барнс, @default_class, 4.268522843631217e-06, 11.0, 5.0
бедфорд, @default_class, 5.044617864768952e-06, 13.0, 5.0
кока, @default_class, 1.0089235729537904e-05, 26.0, 8.0
ронёр, @default_class, 4.268522843631217e-06, 11.0, 2.0
вековой, @default_class, 5.044617864768952e-06, 13.0, 13.0
блазио, @default_class, 4.656570126826409e-06, 12.0, 4.0
паралимпийский, @default_class, 8.537045687262435e-06, 22.0, 17.0
android, @default_class, 4.656570126826409e-06, 12.0, 10.0
❤️, @default_class, 5.820712885906687e-06, 15.0, 13.0
сириец, @default_class, 4.656570126826409e-06, 12.0, 11.0
circus, @default_class, 3.880475105688674e-06, 10.0, 6.0
гриллс, @default_class, 4.268522843631217e-06, 11.0, 5.0
tonight, @default_class, 3.880475105688674e-06, 10.0, 9.0
вонна, @default_class, 5.820712885906687e-06, 15.0, 4.0
гнать, @default_class, 3.880475105688674e-06, 10.0, 10.0
дамма, @default_class, 5.044617864768952e-06, 13.0, 5.0
пентхаус, @default_class, 4.268522843631217e-06, 11.0, 9.0
them, @default_class, 7.372902928182157e-06, 19.0, 11.0
guys, @default_class, 4.656570126826409e-06, 12.0, 8.0
интернетхит, @default_class, 4.268522843631217e-06, 11.0, 11.0
эйнслить, @default_class, 8.925092515710276e-06, 23.0, 10.0
хэдфилд, @default_class, 5.820712885906687e-06, 15.0, 3.0
констанца, @default_class, 5.820712885906687e-06, 15.0, 5.0
ухта, @default_class, 4.268522843631217e-06, 11.0, 8.0
догшоу, @default_class, 6.208760169101879e-06, 16.0, 9.0
пьетро, @default_class, 5.044617864768952e-06, 13.0, 6.0
скоропостижно, @default_class, 5.432665147964144e-06, 14.0, 13.0
snow, @default_class, 5.044617864768952e-06, 13.0, 9.0
уставать, @default_class, 5.432665147964144e-06, 14.0, 14.0
пинпин, @default_class, 5.044617864768952e-06, 13.0, 3.0
direction, @default_class, 4.656570126826409e-06, 12.0, 9.0
кекуа, @default_class, 6.984855190239614e-06, 18.0, 3.0
высыпаться, @default_class, 3.880475105688674e-06, 10.0, 9.0
tessholliday, @default_class, 3.880475105688674e-06, 10.0, 9.0
stay, @default_class, 3.880475105688674e-06, 10.0, 10.0
дораэмона, @default_class, 4.268522843631217e-06, 11.0, 2.0
попкультура, @default_class, 6.208760169101879e-06, 16.0, 12.0
репа, @default_class, 4.656570126826409e-06, 12.0, 9.0
блинный, @default_class, 4.656570126826409e-06, 12.0, 6.0
чупакабра, @default_class, 9.701187991595361e-06, 25.0, 5.0
гарридо, @default_class, 6.596807907044422e-06, 17.0, 3.0
ашер, @default_class, 8.148997949319892e-06, 21.0, 6.0
китобойный, @default_class, 5.820712885906687e-06, 15.0, 6.0
магнитуда, @default_class, 4.268522843631217e-06, 11.0, 11.0
firefox, @default_class, 6.596807907044422e-06, 17.0, 3.0
mozilla, @default_class, 4.656570126826409e-06, 12.0, 3.0
акан, @default_class, 3.880475105688674e-06, 10.0, 2.0
фритцль, @default_class, 6.208760169101879e-06, 16.0, 4.0
maps, @default_class, 5.432665147964144e-06, 14.0, 11.0
ноэль, @default_class, 1.0865330295928288e-05, 28.0, 13.0
фламандский, @default_class, 5.432665147964144e-06, 14.0, 6.0
those, @default_class, 5.044617864768952e-06, 13.0, 9.0
янкович, @default_class, 4.268522843631217e-06, 11.0, 5.0
лагерфельд, @default_class, 9.701187991595361e-06, 25.0, 7.0
руни, @default_class, 4.656570126826409e-06, 12.0, 6.0
леджер, @default_class, 5.820712885906687e-06, 15.0, 5.0
аврил, @default_class, 3.880475105688674e-06, 10.0, 8.0
бенслить, @default_class, 6.596807907044422e-06, 17.0, 2.0
персик, @default_class, 4.268522843631217e-06, 11.0, 4.0
умерщвление, @default_class, 1.2029472600261215e-05, 31.0, 22.0
гербер, @default_class, 7.760950211377349e-06, 20.0, 9.0
шезлонг, @default_class, 4.268522843631217e-06, 11.0, 6.0
тэлли, @default_class, 4.656570126826409e-06, 12.0, 6.0
axel, @default_class, 4.656570126826409e-06, 12.0, 5.0
захлебнуться, @default_class, 3.880475105688674e-06, 10.0, 10.0
норматив, @default_class, 4.656570126826409e-06, 12.0, 7.0
отредактировать, @default_class, 5.820712885906687e-06, 15.0, 13.0
вонючий, @default_class, 4.656570126826409e-06, 12.0, 7.0
сабо, @default_class, 5.044617864768952e-06, 13.0, 3.0
yves, @default_class, 5.044617864768952e-06, 13.0, 12.0
воришка, @default_class, 1.0477282557985745e-05, 27.0, 25.0
шетландский, @default_class, 4.268522843631217e-06, 11.0, 7.0
кавказский, @default_class, 3.880475105688674e-06, 10.0, 7.0
наяр, @default_class, 3.880475105688674e-06, 10.0, 4.0
сэмми, @default_class, 3.880475105688674e-06, 10.0, 7.0
обрезание, @default_class, 6.596807907044422e-06, 17.0, 10.0
копперфилд, @default_class, 9.313140253652819e-06, 24.0, 4.0
элеонора, @default_class, 5.044617864768952e-06, 13.0, 10.0
мастерс, @default_class, 5.820712885906687e-06, 15.0, 7.0
уорхол, @default_class, 5.044617864768952e-06, 13.0, 6.0
малов, @default_class, 6.596807907044422e-06, 17.0, 5.0
lawn, @default_class, 4.268522843631217e-06, 11.0, 9.0
cadillac, @default_class, 3.880475105688674e-06, 10.0, 9.0
шэн, @default_class, 3.880475105688674e-06, 10.0, 4.0
универсиада, @default_class, 3.880475105688674e-06, 10.0, 2.0
горький, @default_class, 6.208760169101879e-06, 16.0, 13.0
pink, @default_class, 6.596807907044422e-06, 17.0, 11.0
стерх, @default_class, 8.925092515710276e-06, 23.0, 3.0
ирвинга, @default_class, 3.880475105688674e-06, 10.0, 5.0
бастовать, @default_class, 3.880475105688674e-06, 10.0, 6.0
брайса, @default_class, 3.880475105688674e-06, 10.0, 4.0
сабен, @default_class, 3.880475105688674e-06, 10.0, 2.0
арун, @default_class, 4.656570126826409e-06, 12.0, 8.0
bar, @default_class, 6.208760169101879e-06, 16.0, 10.0
моцарелла, @default_class, 4.268522843631217e-06, 11.0, 8.0
карый, @default_class, 5.820712885906687e-06, 15.0, 4.0
подъезжать, @default_class, 3.880475105688674e-06, 10.0, 10.0
даргес, @default_class, 6.208760169101879e-06, 16.0, 1.0
драпый, @default_class, 3.880475105688674e-06, 10.0, 2.0
повстречать, @default_class, 4.268522843631217e-06, 11.0, 11.0
тимошенко, @default_class, 4.268522843631217e-06, 11.0, 5.0
яо, @default_class, 5.044617864768952e-06, 13.0, 7.0
знамя, @default_class, 3.880475105688674e-06, 10.0, 8.0
сысоев, @default_class, 6.208760169101879e-06, 16.0, 4.0
донорский, @default_class, 4.656570126826409e-06, 12.0, 11.0
бергман, @default_class, 4.268522843631217e-06, 11.0, 4.0
лоурен, @default_class, 6.208760169101879e-06, 16.0, 8.0
сентлюсия, @default_class, 6.208760169101879e-06, 16.0, 7.0
коршун, @default_class, 6.984855190239614e-06, 18.0, 5.0
кик, @default_class, 4.268522843631217e-06, 11.0, 4.0
дятел, @default_class, 1.1253378033870831e-05, 29.0, 9.0
консультироваться, @default_class, 6.208760169101879e-06, 16.0, 16.0
kyliejenner, @default_class, 3.880475105688674e-06, 10.0, 7.0
пежич, @default_class, 7.372902928182157e-06, 19.0, 6.0
ленивец, @default_class, 3.880475105688674e-06, 10.0, 5.0
пак, @default_class, 5.820712885906687e-06, 15.0, 8.0
полумарафон, @default_class, 6.596807907044422e-06, 17.0, 7.0
морать, @default_class, 5.820712885906687e-06, 15.0, 8.0
прокопьевск, @default_class, 3.880475105688674e-06, 10.0, 5.0
экранизировать, @default_class, 4.268522843631217e-06, 11.0, 11.0
ратаковск, @default_class, 1.2417520338203758e-05, 32.0, 16.0
копить, @default_class, 6.596807907044422e-06, 17.0, 17.0
олениха, @default_class, 8.148997949319892e-06, 21.0, 10.0
зефира, @default_class, 5.820712885906687e-06, 15.0, 7.0
флойда, @default_class, 5.044617864768952e-06, 13.0, 9.0
cover, @default_class, 5.820712885906687e-06, 15.0, 12.0
йонас, @default_class, 4.656570126826409e-06, 12.0, 9.0
because, @default_class, 5.432665147964144e-06, 14.0, 11.0
well, @default_class, 5.044617864768952e-06, 13.0, 12.0
шагать, @default_class, 5.044617864768952e-06, 13.0, 12.0
макакарезусый, @default_class, 3.880475105688674e-06, 10.0, 9.0
прокладка, @default_class, 5.044617864768952e-06, 13.0, 8.0
лайвля, @default_class, 7.372902928182157e-06, 19.0, 15.0
kpru, @default_class, 9.701187991595361e-06, 25.0, 25.0
жгучесть, @default_class, 5.044617864768952e-06, 13.0, 6.0
паразитический, @default_class, 4.268522843631217e-06, 11.0, 11.0
крам, @default_class, 4.656570126826409e-06, 12.0, 6.0
дастить, @default_class, 6.984855190239614e-06, 18.0, 7.0
nz, @default_class, 5.044617864768952e-06, 13.0, 13.0
шерхан, @default_class, 3.880475105688674e-06, 10.0, 6.0
итан, @default_class, 6.596807907044422e-06, 17.0, 11.0
чебурек, @default_class, 6.208760169101879e-06, 16.0, 3.0
херб, @default_class, 4.656570126826409e-06, 12.0, 5.0
say, @default_class, 3.880475105688674e-06, 10.0, 10.0
years, @default_class, 9.701187991595361e-06, 25.0, 20.0
these, @default_class, 4.656570126826409e-06, 12.0, 8.0
выбрить, @default_class, 3.880475105688674e-06, 10.0, 10.0
эфиопка, @default_class, 7.372902928182157e-06, 19.0, 19.0
камбоджиец, @default_class, 7.372902928182157e-06, 19.0, 19.0
boss, @default_class, 4.268522843631217e-06, 11.0, 8.0
theashleygraham, @default_class, 7.760950211377349e-06, 20.0, 17.0
кастер, @default_class, 5.044617864768952e-06, 13.0, 9.0
аметистовый, @default_class, 4.268522843631217e-06, 11.0, 7.0
морзе, @default_class, 1.901432915474288e-05, 49.0, 13.0
truth, @default_class, 4.268522843631217e-06, 11.0, 10.0
мелания_трамп, @default_class, 9.313140253652819e-06, 24.0, 18.0
прикрыться, @default_class, 3.880475105688674e-06, 10.0, 10.0
лом, @default_class, 4.656570126826409e-06, 12.0, 12.0
talking, @default_class, 3.880475105688674e-06, 10.0, 8.0
брить, @default_class, 5.044617864768952e-06, 13.0, 6.0
развешивать, @default_class, 4.268522843631217e-06, 11.0, 10.0
strong, @default_class, 3.880475105688674e-06, 10.0, 10.0
меланья, @default_class, 4.656570126826409e-06, 12.0, 8.0
imgur, @default_class, 7.372902928182157e-06, 19.0, 14.0
валле, @default_class, 5.432665147964144e-06, 14.0, 5.0
let, @default_class, 5.820712885906687e-06, 15.0, 15.0
wait, @default_class, 3.880475105688674e-06, 10.0, 9.0
breakfast, @default_class, 4.268522843631217e-06, 11.0, 8.0
then, @default_class, 3.880475105688674e-06, 10.0, 10.0
эма, @default_class, 1.8238233678857796e-05, 47.0, 13.0
вэй, @default_class, 5.432665147964144e-06, 14.0, 7.0
винодельческий, @default_class, 5.044617864768952e-06, 13.0, 10.0
know, @default_class, 5.820712885906687e-06, 15.0, 12.0
сулейман, @default_class, 5.432665147964144e-06, 14.0, 6.0
кунис, @default_class, 9.313140253652819e-06, 24.0, 11.0
мила_кунис, @default_class, 1.3193615814088844e-05, 34.0, 23.0
прорезь, @default_class, 3.880475105688674e-06, 10.0, 10.0
фу, @default_class, 8.925092515710276e-06, 23.0, 8.0
сыктывкар, @default_class, 6.984855190239614e-06, 18.0, 16.0
спиннер, @default_class, 6.984855190239614e-06, 18.0, 4.0
отпилить, @default_class, 3.880475105688674e-06, 10.0, 7.0
приятельница, @default_class, 3.880475105688674e-06, 10.0, 10.0
arabiya, @default_class, 4.268522843631217e-06, 11.0, 11.0
увязаться, @default_class, 4.268522843631217e-06, 11.0, 11.0
лиам_галлахер, @default_class, 8.148997949319892e-06, 21.0, 11.0
gangnam, @default_class, 1.435775811842177e-05, 37.0, 15.0
наутёк, @default_class, 3.880475105688674e-06, 10.0, 10.0
корнеплод, @default_class, 3.880475105688674e-06, 10.0, 8.0
жертвоприношение, @default_class, 3.880475105688674e-06, 10.0, 8.0
паранджа, @default_class, 4.268522843631217e-06, 11.0, 7.0
miles, @default_class, 3.880475105688674e-06, 10.0, 8.0
мастэктомия, @default_class, 4.656570126826409e-06, 12.0, 9.0
распознавать, @default_class, 4.656570126826409e-06, 12.0, 10.0
рамзан_кадыр, @default_class, 6.596807907044422e-06, 17.0, 14.0
вапити, @default_class, 6.596807907044422e-06, 17.0, 8.0
папена, @default_class, 3.880475105688674e-06, 10.0, 4.0
пятачок, @default_class, 4.656570126826409e-06, 12.0, 12.0
несогласие, @default_class, 5.044617864768952e-06, 13.0, 13.0
nestle, @default_class, 7.760950211377349e-06, 20.0, 10.0
стамбул, @default_class, 1.2029472600261215e-05, 31.0, 27.0
широкий, @default_class, 7.799755258020014e-05, 201.0, 198.0
отцов, @default_class, 8.537045687262435e-06, 22.0, 16.0
буддаизм, @default_class, 8.925092515710276e-06, 23.0, 20.0
потеряться, @default_class, 4.190913023194298e-05, 108.0, 87.0
вставать, @default_class, 2.1342613763408735e-05, 55.0, 53.0
inn, @default_class, 5.432665147964144e-06, 14.0, 9.0
осыпать, @default_class, 5.820712885906687e-06, 15.0, 14.0
photos, @default_class, 3.880475105688674e-06, 10.0, 8.0
утверждение, @default_class, 6.984855281189084e-05, 180.0, 175.0
вычет, @default_class, 5.044617864768952e-06, 13.0, 12.0
отзываться, @default_class, 1.3969710380479228e-05, 36.0, 35.0
фёдор, @default_class, 6.984855190239614e-06, 18.0, 14.0
чжэнчжоу, @default_class, 4.656570126826409e-06, 12.0, 10.0
срывать, @default_class, 5.432665147964144e-06, 14.0, 14.0
мороженое, @default_class, 5.859517477802001e-05, 151.0, 76.0
туфли_ный, @default_class, 6.984855190239614e-06, 18.0, 18.0
задевать, @default_class, 5.432665147964144e-06, 14.0, 13.0
способный, @default_class, 0.00011098159302491695, 286.0, 276.0
стареть, @default_class, 5.820712885906687e-06, 15.0, 14.0
конь, @default_class, 2.095456511597149e-05, 54.0, 33.0
черч, @default_class, 5.432665147964144e-06, 14.0, 5.0
полк, @default_class, 6.208760169101879e-06, 16.0, 12.0
хобби, @default_class, 1.707409137452487e-05, 44.0, 44.0
weekly, @default_class, 4.2297178879380226e-05, 109.0, 75.0
andre, @default_class, 4.268522843631217e-06, 11.0, 11.0
перевозиться, @default_class, 4.268522843631217e-06, 11.0, 11.0
таллин, @default_class, 9.313140253652819e-06, 24.0, 20.0
подтвердить, @default_class, 0.0002588276984170079, 667.0, 633.0
восемнадцать, @default_class, 4.268522843631217e-06, 11.0, 11.0
соус, @default_class, 5.39386055606883e-05, 139.0, 87.0
львиный, @default_class, 3.880475105688674e-06, 10.0, 9.0
поедать, @default_class, 2.2894802896189503e-05, 59.0, 57.0
стенка, @default_class, 1.2805568076146301e-05, 33.0, 27.0
шеффилд, @default_class, 6.596807907044422e-06, 17.0, 16.0
дух, @default_class, 9.817602403927594e-05, 253.0, 179.0
миллионер, @default_class, 7.877364259911701e-05, 203.0, 139.0
случайность, @default_class, 1.3193615814088844e-05, 34.0, 34.0
конфиденциальность, @default_class, 6.208760169101879e-06, 16.0, 13.0
мастерский, @default_class, 1.8626280507305637e-05, 48.0, 35.0
декларация, @default_class, 7.760950211377349e-06, 20.0, 17.0
camelot, @default_class, 5.820712885906687e-06, 15.0, 10.0
подойти, @default_class, 0.00013969710562378168, 360.0, 350.0
поднести, @default_class, 4.656570126826409e-06, 12.0, 12.0
бочка, @default_class, 1.6686042727087624e-05, 43.0, 32.0
самовольно, @default_class, 3.880475105688674e-06, 10.0, 10.0
христианство, @default_class, 9.701187991595361e-06, 25.0, 20.0
мана, @default_class, 3.880475105688674e-06, 10.0, 8.0
будда, @default_class, 2.522308932384476e-05, 65.0, 32.0
раздражить, @default_class, 6.984855190239614e-06, 18.0, 18.0
выкопать, @default_class, 6.596807907044422e-06, 17.0, 16.0
кляйн, @default_class, 9.313140253652819e-06, 24.0, 7.0
багажник, @default_class, 2.211870923929382e-05, 57.0, 40.0
бамбуковый, @default_class, 1.3969710380479228e-05, 36.0, 31.0
селезень, @default_class, 5.820712885906687e-06, 15.0, 9.0
пролив, @default_class, 2.4835040676407516e-05, 64.0, 42.0
свидетельствующий, @default_class, 8.148997949319892e-06, 21.0, 21.0
жертвовать, @default_class, 8.537045687262435e-06, 22.0, 20.0
затрудниться, @default_class, 1.0865330295928288e-05, 28.0, 28.0
выпроводить, @default_class, 4.656570126826409e-06, 12.0, 12.0
обученный, @default_class, 7.372902928182157e-06, 19.0, 19.0
недостаточный, @default_class, 1.3581662642536685e-05, 35.0, 33.0
хина, @default_class, 9.313140253652819e-06, 24.0, 7.0
mansion, @default_class, 7.760950211377349e-06, 20.0, 11.0
аспект, @default_class, 7.760950211377349e-06, 20.0, 20.0
чтение, @default_class, 1.9402375983190723e-05, 50.0, 43.0
подстроить, @default_class, 5.820712885906687e-06, 15.0, 14.0
выносить, @default_class, 2.7551373932510614e-05, 71.0, 68.0
суточный, @default_class, 5.044617864768952e-06, 13.0, 12.0
камера, @default_class, 0.0003531232359819114, 910.0, 724.0
насчитываться, @default_class, 2.6387231628177688e-05, 68.0, 68.0
земляк, @default_class, 5.432665147964144e-06, 14.0, 14.0
насладиться, @default_class, 8.537045687262435e-06, 22.0, 22.0
завсегдатай, @default_class, 1.0089235729537904e-05, 26.0, 24.0
приземлиться, @default_class, 6.247565033845603e-05, 161.0, 137.0
иммиграционный, @default_class, 7.760950211377349e-06, 20.0, 17.0
ду, @default_class, 5.432665147964144e-06, 14.0, 9.0
джульетта, @default_class, 1.0089235729537904e-05, 26.0, 16.0
